Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,Ca,Ca 2-Sigma,K,K 2-Sigma,
3992,Mining,3.77,3.79,,,,"Fri Mar 7, 2025 - 06:52:41",User,1.5,ppm,,,,,la_24_25,Mining,<LOD,152.4668,<LOD,3567.3816,<LOD,113.4313,<LOD,1053100.4062,<LOD,16.3988,<LOD,18.8160,<LOD,2808.4623,<LOD,68.2906,<LOD,333.9107,<LOD,930089.9062,<LOD,0.0000,<LOD,13.5131,<LOD,660.3514,<LOD,14.1016,<LOD,3.9548,<LOD,42.3122,<LOD,11611.6663,<LOD,53.3809,<LOD,22.0440,<LOD,0.0000,<LOD,36.5334,<LOD,9.9694,<LOD,76.5208,<LOD,5.1984,<LOD,0.0000,<LOD,78.3294,<LOD,82096.3359,<LOD,5.2936,<LOD,1589.7014,<LOD,36.7498,<LOD,7.2784,<LOD,240.5848,<LOD,15.1861,,,,,
3993,Mining,3.77,3.79,,,,"Fri Mar 7, 2025 - 06:52:41",User,1.5,ppm,,,,,la_24_25,Mining,<LOD,152.4668,<LOD,3567.3816,<LOD,113.4313,<LOD,1053100.4062,<LOD,16.3988,<LOD,18.8160,<LOD,2808.4623,<LOD,68.2906,<LOD,333.9107,<LOD,930089.9062,<LOD,0.0000,<LOD,13.5131,<LOD,660.3514,<LOD,14.1016,<LOD,3.9548,<LOD,42.3122,<LOD,11611.6663,<LOD,53.3809,<LOD,22.0440,<LOD,0.0000,<LOD,36.5334,<LOD,9.9694,<LOD,76.5208,<LOD,5.1984,<LOD,0.0000,<LOD,78.3294,<LOD,82096.3359,<LOD,5.2936,<LOD,1589.7014,<LOD,36.7498,<LOD,7.2784,<LOD,240.5848,<LOD,15.1861,,,,,
3994,Mining,7.04,7.06,,,,"Fri Mar 7, 2025 - 06:53:07",User,1.5,ppm,,,,,la_24_25,Mining,184.2267 , 162.0213,1660.8080 , 118.4843,<LOD,78.0961,558361.0625 , 8966.4951,72.0238 , 31.5233,<LOD,51.5611,<LOD,629.3473,<LOD,207.7552,1456.1556 , 78.4643,425562.2812 , 955.3209,<LOD,0.0000,<LOD,29.6111,<LOD,286.1355,<LOD,12.2174,15.8851 , 4.2020,193.3142 , 112.3009,11683.1709 , 114.9737,<LOD,44.0547,7.8543 , 5.5154,<LOD,0.0000,<LOD,144.7942,<LOD,25.7407,165.5388 , 42.7283,7.9119 , 2.8245,<LOD,0.0000,<LOD,51.7772,393.3704 , 235.4954,<LOD,8.6307,<LOD,318.7581,<LOD,67.4907,<LOD,19.3744,189.5932 , 27.9656,46.7579 , 6.2394,,,,,
3995,Mining,4.59,4.10,,,,"Fri Mar 7, 2025 - 06:54:33",User,1.5,ppm,,,,,la_24_2,Mining,<LOD,48.1505,428.1567 , 99.9875,<LOD,66.3125,956059.7500 , 1936.0109,<LOD,57.2646,<LOD,62.9793,<LOD,312.7194,<LOD,457.8342,181.6224 , 35.4238,30081.5938 , 661.6150,<LOD,0.0000,30.7753 , 18.9769,<LOD,230.3383,<LOD,9.0110,34.6758 , 5.6587,95.6366 , 36.9882,7354.7822 , 98.4364,<LOD,55.1632,19.4450 , 7.0637,<LOD,0.0000,182.0211 , 148.0816,<LOD,17.2497,<LOD,92.7380,39.8757 , 3.8774,<LOD,0.0000,<LOD,46.4913,5112.3071 , 1060.6149,<LOD,18.7027,<LOD,584.6323,<LOD,45.2546,<LOD,25.1876,68.8872 , 19.0744,310.5340 , 12.7141,,,,,
3996,Mining,3.55,3.57,,,,"Fri Mar 7, 2025 - 06:54:59",User,1.5,ppm,,,,,la_24_2,Mining,171.7699 , 151.0690,1248.7760 , 379.3132,<LOD,226.0522,612146.5625 , 22572.9180,<LOD,140.4174,<LOD,166.9650,2307.2395 , 1366.0365,<LOD,1330.9291,417.5362 , 147.7100,371836.3438 , 3347.5349,<LOD,0.0000,<LOD,86.0216,<LOD,815.0659,<LOD,35.8808,<LOD,17.9842,<LOD,265.0233,11561.6914 , 375.2421,<LOD,142.5943,<LOD,37.8784,<LOD,0.0000,<LOD,310.5638,<LOD,103.7957,<LOD,233.9720,42.7836 , 12.5901,<LOD,0.0000,<LOD,169.8455,<LOD,3637.6772,<LOD,35.0942,<LOD,1909.2968,<LOD,140.4584,<LOD,64.6507,267.2824 , 97.4035,<LOD,42.1944,,,,,
3997,Mining,3.78,3.18,,,,"Fri Mar 7, 2025 - 06:55:32",User,1.5,ppm,,,,,la_24_2,Mining,<LOD,204.1119,<LOD,925.7914,<LOD,82.7595,<LOD,1546533.0938,<LOD,21.4910,<LOD,41.1844,<LOD,7915.6304,<LOD,150.6475,<LOD,85.6768,<LOD,1465301.5312,<LOD,0.0000,<LOD,31.3767,<LOD,681.8312,<LOD,12.1953,<LOD,6.5381,<LOD,73.0633,1517.3713 , 1339.9467,<LOD,75.7716,<LOD,20.5305,<LOD,0.0000,<LOD,101.8704,<LOD,8.5985,<LOD,109.7546,<LOD,12.6624,<LOD,0.0000,<LOD,65.1596,<LOD,30770.4404,<LOD,9.7240,<LOD,1685.4067,<LOD,0.0000,<LOD,7.8716,<LOD,326.8668,<LOD,10.9263,,,,,
3998,Mining,3.72,3.54,,,,"Fri Mar 7, 2025 - 06:55:49",User,1.5,ppm,,,,,la_24_2,Mining,360.5318 , 316.9842,1482.6378 , 387.5431,<LOD,179.5674,492841.3438 , 36789.7305,<LOD,133.5515,<LOD,229.7349,<LOD,4035.2805,<LOD,844.3697,<LOD,297.4429,497182.6875 , 3921.1685,<LOD,0.0000,<LOD,106.8635,<LOD,1121.5889,<LOD,28.3319,<LOD,42.7085,<LOD,755.4904,7583.4614 , 368.0526,<LOD,215.6570,<LOD,15.1152,<LOD,0.0000,<LOD,593.6143,71.5586 , 51.9769,<LOD,283.1646,40.0213 , 13.8337,<LOD,0.0000,<LOD,233.8132,<LOD,1686.3864,<LOD,60.7831,<LOD,902.6290,<LOD,312.9803,<LOD,64.4773,437.7622 , 143.4383,<LOD,31.0148,,,,,
3999,Mining,3.72,3.54,,,,"Fri Mar 7, 2025 - 06:55:49",User,1.5,ppm,,,,,la_24_2,Mining,360.5318 , 316.9842,1482.6378 , 387.5431,<LOD,179.5674,492841.3438 , 36789.7305,<LOD,133.5515,<LOD,229.7349,<LOD,4035.2805,<LOD,844.3697,<LOD,297.4429,497182.6875 , 3921.1685,<LOD,0.0000,<LOD,106.8635,<LOD,1121.5889,<LOD,28.3319,<LOD,42.7085,<LOD,755.4904,7583.4614 , 368.0526,<LOD,215.6570,<LOD,15.1152,<LOD,0.0000,<LOD,593.6143,71.5586 , 51.9769,<LOD,283.1646,40.0213 , 13.8337,<LOD,0.0000,<LOD,233.8132,<LOD,1686.3864,<LOD,60.7831,<LOD,902.6290,<LOD,312.9803,<LOD,64.4773,437.7622 , 143.4383,<LOD,31.0148,,,,,
4000,Mining,5.86,5.08,,,,"Fri Mar 7, 2025 - 06:58:09",User,1.5,ppm,,,,,la_24_14,Mining,<LOD,22.9538,206.2784 , 29.4607,<LOD,22.3908,969509.7500 , 833.3185,18.2344 , 8.7730,<LOD,27.3182,<LOD,174.6748,<LOD,139.3695,66.2914 , 14.4276,26716.4160 , 354.7775,<LOD,0.0000,<LOD,15.6937,<LOD,110.5507,<LOD,4.0731,6.9807 , 2.2834,<LOD,33.7948,1751.9602 , 28.1502,<LOD,22.8689,11.8870 , 2.8191,<LOD,0.0000,<LOD,48.3054,5.8774 , 4.2764,<LOD,30.9090,12.3901 , 1.3292,<LOD,0.0000,<LOD,15.0137,1534.5306 , 439.8218,<LOD,6.2694,<LOD,406.6676,<LOD,24.4471,<LOD,8.8832,42.5490 , 8.9086,116.8443 , 4.4487,,,,,
4001,Mining,7.30,7.15,,,,"Fri Mar 7, 2025 - 06:58:52",User,1.5,ppm,,,,,la_24_14,Mining,<LOD,9.9977,29.0613 , 7.4852,<LOD,6.0489,995986.3750 , 176.4806,<LOD,3.3128,<LOD,12.0751,<LOD,34.7344,<LOD,43.5858,<LOD,5.5881,3419.1082 , 78.1595,<LOD,0.0000,<LOD,2.6785,<LOD,27.5519,3.1275 , 1.2629,6.2563 , 1.0903,<LOD,7.8669,474.3158 , 7.4370,<LOD,10.1457,1.3781 , 0.9604,<LOD,0.0000,<LOD,20.3327,<LOD,1.7068,<LOD,13.0600,2.9187 , 0.4417,<LOD,0.0000,<LOD,3.7663,<LOD,198.9345,3.2433 , 1.6484,<LOD,85.7504,<LOD,0.0000,<LOD,2.7705,60.6614 , 4.7140,13.5230 , 1.0709,,,,,
4002,Mining,6.64,6.49,,,,"Fri Mar 7, 2025 - 06:59:28",User,1.5,ppm,,,,,la_24_14,Mining,<LOD,13.3507,<LOD,4.8872,<LOD,6.0133,960391.6875 , 1004.6947,<LOD,2.3574,<LOD,16.3095,<LOD,18.6818,<LOD,81.9780,<LOD,6.7305,603.2821 , 44.2946,<LOD,0.0000,<LOD,3.2204,<LOD,40.9018,<LOD,2.0497,<LOD,1.6198,<LOD,10.4348,53.5937 , 3.4079,<LOD,13.4009,<LOD,1.3071,<LOD,0.0000,<LOD,28.1198,<LOD,1.6300,<LOD,18.2053,<LOD,0.6285,<LOD,0.0000,<LOD,3.2744,38951.3945 , 840.2547,<LOD,2.3446,<LOD,369.1151,<LOD,0.0000,<LOD,1.2752,<LOD,4.2335,<LOD,1.3500,,,,,
4003,Mining,6.68,6.07,,,,"Fri Mar 7, 2025 - 07:00:17",User,1.5,ppm,,,,,la_24_14,Mining,<LOD,17.4174,195.2782 , 20.7733,<LOD,16.0692,973818.8125 , 588.7414,12.3395 , 5.9722,<LOD,20.7195,<LOD,113.2076,<LOD,92.5386,62.1349 , 9.8535,22293.1191 , 243.7475,<LOD,0.0000,<LOD,6.2103,<LOD,57.1949,<LOD,4.6000,8.5897 , 1.7075,<LOD,26.0585,1745.2308 , 20.0351,<LOD,18.0609,10.3372 , 1.9430,<LOD,0.0000,<LOD,36.1287,<LOD,7.1725,<LOD,23.2523,10.7884 , 0.9072,<LOD,0.0000,<LOD,10.4931,1660.2175 , 327.6033,<LOD,5.1310,<LOD,254.6688,<LOD,16.5781,10.8509 , 2.7071,74.8660 , 7.5260,97.4508 , 2.9453,,,,,
4004,Mining,5.01,4.24,,,,"Fri Mar 7, 2025 - 07:02:07",User,1.5,ppm,,,,,la_24_13,Mining,<LOD,23.4814,113.1758 , 13.0398,<LOD,13.0131,979968.5625 , 1076.7738,<LOD,6.1702,<LOD,28.3547,<LOD,105.7399,<LOD,124.3158,<LOD,29.4214,8368.4229 , 246.0546,<LOD,0.0000,<LOD,7.6347,<LOD,71.7781,<LOD,3.7161,<LOD,3.1509,24.3895 , 16.1466,167.4133 , 9.8724,<LOD,22.8908,<LOD,4.0741,<LOD,0.0000,<LOD,50.5905,<LOD,3.7356,<LOD,32.7069,<LOD,2.1487,<LOD,0.0000,<LOD,7.8335,11247.9951 , 920.8226,<LOD,4.1629,<LOD,446.2406,<LOD,0.0000,5.8491 , 2.1951,55.1222 , 10.1330,49.0469 , 3.2613,,,,,
4005,Mining,5.33,4.59,,,,"Fri Mar 7, 2025 - 07:02:42",User,1.5,ppm,,,,,la_24_13,Mining,41.0391 , 36.0913,687.9183 , 72.6282,<LOD,48.7066,868323.1250 , 2759.4470,61.4797 , 20.4750,68.5175 , 31.1563,<LOD,409.5328,<LOD,185.4794,184.9061 , 27.8004,120496.9922 , 724.1449,<LOD,0.0000,<LOD,18.5006,<LOD,149.0911,<LOD,6.9768,11.8045 , 3.8841,134.0057 , 42.2792,6119.3398 , 70.8670,<LOD,40.3297,67.9570 , 7.3673,<LOD,0.0000,177.3739 , 144.2923,12.8558 , 9.1699,279.2266 , 36.9003,173.2737 , 5.1666,<LOD,0.0000,<LOD,37.8901,2862.5615 , 516.8039,<LOD,14.3153,<LOD,421.0810,<LOD,53.4642,28.2161 , 9.2749,117.2535 , 17.6605,152.1724 , 7.9251,,,,,
4006,Mining,8.57,7.84,,,,"Fri Mar 7, 2025 - 07:03:28",User,1.5,ppm,,,,,la_24_13,Mining,<LOD,23.0592,47.6412 , 13.4172,<LOD,19.9319,986665.1875 , 650.6935,<LOD,7.4319,<LOD,34.7321,<LOD,115.5049,<LOD,155.8492,<LOD,26.1521,10812.7246 , 248.3714,<LOD,0.0000,<LOD,10.1111,<LOD,114.9873,<LOD,3.7136,<LOD,2.7720,44.5050 , 19.4203,307.6962 , 12.6089,<LOD,22.3568,<LOD,4.7289,<LOD,0.0000,181.9665 , 148.0372,<LOD,4.6809,224.6538 , 22.2226,4.6566 , 1.0542,<LOD,0.0000,<LOD,7.4740,1630.1954 , 510.7889,<LOD,5.3223,<LOD,299.6875,<LOD,0.0000,<LOD,5.0307,21.2411 , 8.0677,59.5600 , 3.3897,,,,,
4007,Mining,5.47,5.61,,,,"Fri Mar 7, 2025 - 07:04:26",User,1.5,ppm,,,,,la_24_13,Mining,<LOD,19.6084,60.8203 , 14.7266,<LOD,12.9097,988275.3750 , 509.4735,<LOD,6.6445,<LOD,23.6044,<LOD,97.1319,<LOD,113.2287,24.1326 , 9.5340,10230.6787 , 220.3316,<LOD,0.0000,<LOD,6.0891,<LOD,60.5108,7.2643 , 2.3891,6.7668 , 1.9441,<LOD,16.0225,576.3871 , 14.2583,<LOD,20.5763,11.0220 , 2.1380,<LOD,0.0000,<LOD,40.1586,<LOD,4.0929,<LOD,25.9107,11.6959 , 1.0497,<LOD,0.0000,<LOD,7.2659,660.5560 , 361.8664,<LOD,4.1472,<LOD,201.7196,<LOD,15.2784,6.2514 , 2.2696,77.3627 , 9.1242,51.6617 , 2.7412,,,,,
4008,Mining,2.66,2.23,,,,"Fri Mar 7, 2025 - 07:06:16",User,1.5,ppm,,,,,la_24_19,Mining,132.4267 , 116.4749,22133.8945 , 392.6819,793.1960 , 227.7577,939133.1250 , 5128.5186,670.9452 , 131.7642,<LOD,212.4854,<LOD,457.2774,<LOD,473.2308,<LOD,0.0000,14933.1084 , 1000.8940,3004.6416 , 633.5080,974.8281 , 633.4746,<LOD,504.6302,34.8564 , 14.5269,<LOD,19.5107,193.0317 , 87.9139,<LOD,0.0000,<LOD,112.5995,101.7429 , 37.1297,<LOD,1908.8542,964.7283 , 190.3273,123.3854 , 59.6963,1086.9891 , 118.4963,61.0343 , 13.6424,2164.5952 , 373.5111,1850.1392 , 170.0516,10498.4160 , 2719.1121,<LOD,132.3067,<LOD,1350.2714,<LOD,149.9717,1144.9187 , 51.8795,<LOD,0.0000,<LOD,39.0852,,,,,
4009,Mining,6.61,6.65,,,,"Fri Mar 7, 2025 - 07:07:03",User,1.5,ppm,,,,,la_24_19,Mining,70.5050 , 61.9883,3804.6694 , 102.3188,<LOD,67.4335,954739.5625 , 1156.4062,201.3805 , 28.4098,<LOD,52.2484,<LOD,125.4408,<LOD,159.8086,34.4466 , 13.6370,10797.5723 , 255.9083,<LOD,0.0000,105.4812 , 18.8450,82.8847 , 65.9392,10.6459 , 3.4806,17.8306 , 3.0715,<LOD,47.7878,21914.5312 , 95.1435,44.1454 , 21.6181,22.8267 , 5.8025,<LOD,0.0000,320.3676 , 260.5474,27.3498 , 11.9293,493.5663 , 30.3933,18.1830 , 2.5927,<LOD,0.0000,<LOD,51.6346,7009.4858 , 708.9251,<LOD,10.7300,<LOD,502.4114,<LOD,45.2512,<LOD,18.0718,241.4624 , 17.8161,43.1508 , 5.7022,,,,,
4010,Mining,5.47,4.67,,,,"Fri Mar 7, 2025 - 07:07:31",User,1.5,ppm,,,,,la_24_19,Mining,54.0020 , 47.5032,2793.3684 , 166.0082,<LOD,111.6188,945939.0000 , 1567.2035,510.4959 , 50.2835,<LOD,49.8359,<LOD,132.3816,<LOD,219.7095,<LOD,26.5290,4933.3979 , 244.4947,<LOD,0.0000,<LOD,63.5068,<LOD,249.3160,<LOD,7.1305,56.8113 , 4.9343,<LOD,51.3846,36285.3281 , 164.4651,<LOD,41.9972,<LOD,13.5555,<LOD,0.0000,726.9023 , 71.2382,<LOD,33.1707,945.6098 , 44.9226,<LOD,5.7836,<LOD,0.0000,<LOD,92.3569,7190.6660 , 971.8448,<LOD,16.2677,472.5154 , 369.5694,<LOD,37.7043,<LOD,31.0615,28.1527 , 13.4256,63.6939 , 10.2847,,,,,
4011,Mining,6.09,5.73,,,,"Fri Mar 7, 2025 - 07:08:23",User,1.5,ppm,,,,,la_24_19,Mining,35.5908 , 31.2924,12258.7119 , 114.0327,123.0855 , 48.8147,948685.4375 , 1302.6206,147.2676 , 30.8425,<LOD,32.6719,<LOD,176.3966,<LOD,141.9456,42.5991 , 15.8365,17961.7793 , 349.0403,<LOD,0.0000,102.6255 , 22.6756,<LOD,91.7908,<LOD,6.1059,<LOD,6.1900,<LOD,40.5579,11649.4326 , 80.1222,<LOD,26.5190,<LOD,7.5078,<LOD,0.0000,339.6226 , 276.2148,<LOD,20.0553,558.4621 , 28.9631,<LOD,3.2135,<LOD,0.0000,<LOD,49.0796,7393.5645 , 775.8301,<LOD,10.3085,<LOD,403.9490,<LOD,41.2658,<LOD,14.7984,693.6458 , 31.4327,8.1721 , 4.8022,,,,,
4012,Mining,7.03,6.94,,,,"Fri Mar 7, 2025 - 07:10:42",User,1.5,ppm,,,,,la_24_31,Mining,<LOD,25.9324,156.2410 , 67.2570,<LOD,45.1486,893005.4375 , 1799.1613,<LOD,32.9690,<LOD,29.2031,<LOD,387.7711,<LOD,144.5631,84.3642 , 18.0125,96535.5234 , 571.3205,<LOD,0.0000,<LOD,26.4663,<LOD,100.8142,<LOD,5.0011,6.1263 , 2.5265,<LOD,45.9329,8626.8887 , 67.5912,<LOD,24.0277,<LOD,7.4102,<LOD,0.0000,<LOD,52.7693,<LOD,15.4719,<LOD,35.1427,<LOD,3.5555,<LOD,0.0000,<LOD,31.5568,1388.7977 , 362.3234,<LOD,7.9516,<LOD,250.3630,<LOD,32.6553,<LOD,11.9188,163.3587 , 16.4656,33.2690 , 4.0864,,,,,
4013,Mining,6.60,6.61,,,,"Fri Mar 7, 2025 - 07:11:49",User,1.5,ppm,,,,,la_24_31,Mining,<LOD,22.6480,119.2653 , 35.2407,<LOD,23.7511,933076.6875 , 1254.8610,<LOD,13.3890,<LOD,26.4575,<LOD,262.5516,<LOD,131.7181,38.3227 , 14.1184,64158.1602 , 480.3658,<LOD,0.0000,11.3433 , 7.9204,<LOD,130.5308,<LOD,3.6401,<LOD,3.0645,39.1446 , 23.6950,2462.7676 , 35.3001,<LOD,21.6036,8.9064 , 2.6111,<LOD,0.0000,<LOD,47.1284,<LOD,6.8897,<LOD,30.8612,3.7255 , 1.1870,<LOD,0.0000,<LOD,16.5408,<LOD,680.3903,<LOD,4.8642,<LOD,218.7710,<LOD,0.0000,<LOD,6.1449,59.8129 , 10.4874,21.8222 , 2.8633,,,,,
4014,Mining,7.48,6.94,,,,"Fri Mar 7, 2025 - 07:12:33",User,1.5,ppm,,,,,la_24_31,Mining,<LOD,19.0943,105.7355 , 32.8788,<LOD,21.6278,931547.8750 , 953.9795,24.4045 , 8.8836,<LOD,22.5820,<LOD,170.4248,<LOD,92.7406,59.9360 , 10.3416,60414.9922 , 337.2776,<LOD,0.0000,10.1329 , 6.0248,<LOD,63.7766,<LOD,4.9245,9.5655 , 1.8611,94.8618 , 15.7293,4842.5283 , 33.6423,<LOD,19.5648,8.4525 , 2.2939,<LOD,0.0000,<LOD,39.8328,<LOD,6.8863,<LOD,25.8804,6.3369 , 1.0015,<LOD,0.0000,<LOD,16.6716,2637.1035 , 321.0598,<LOD,7.7586,<LOD,191.0480,<LOD,17.4699,<LOD,7.7840,115.7465 , 9.1261,122.3513 , 3.5133,,,,,
4015,Mining,6.85,6.06,,,,"Fri Mar 7, 2025 - 07:14:33",User,1.5,ppm,,,,,la_24_32,Mining,148.4396 , 130.5345,2111.8965 , 210.0412,<LOD,139.5562,623130.7500 , 7154.6382,<LOD,120.6226,<LOD,53.5326,<LOD,603.1060,<LOD,207.7058,530.6968 , 48.8109,324086.6875 , 932.8554,<LOD,0.0000,<LOD,43.3658,<LOD,215.8112,<LOD,10.8678,56.1519 , 5.4353,253.0188 , 84.4062,47474.4180 , 210.1441,<LOD,45.0172,<LOD,14.4207,<LOD,0.0000,105.3523 , 85.6975,<LOD,35.9602,444.7691 , 45.7024,<LOD,6.6374,<LOD,0.0000,<LOD,100.6406,863.4224 , 300.8266,<LOD,17.4398,<LOD,385.6891,<LOD,70.8240,<LOD,37.6422,794.4368 , 45.5330,<LOD,14.7524,,,,,
4016,Mining,5.24,4.84,,,,"Fri Mar 7, 2025 - 07:14:54",User,1.5,ppm,,,,,la_24_32,Mining,239.7131 , 210.6893,3448.6223 , 334.6584,<LOD,229.0233,538214.1875 , 14585.0850,152.8193 , 85.8073,<LOD,83.5312,<LOD,966.0848,<LOD,333.9292,575.9318 , 80.1694,405045.3125 , 1550.0778,<LOD,0.0000,<LOD,68.8027,212.8844 , 166.3254,<LOD,14.2616,59.1689 , 9.0889,458.1742 , 153.4695,48386.9648 , 332.7455,<LOD,71.0800,<LOD,24.3363,<LOD,0.0000,348.2256 , 283.1132,<LOD,59.3638,903.3189 , 75.0865,<LOD,10.7927,<LOD,0.0000,<LOD,164.7851,1057.6116 , 433.3928,<LOD,39.4977,<LOD,845.0717,<LOD,114.2644,<LOD,59.7868,852.3647 , 73.4951,44.6494 , 16.6885,,,,,
4017,Mining,6.95,6.56,,,,"Fri Mar 7, 2025 - 07:15:19",User,1.5,ppm,,,,,la_24_32,Mining,116.8929 , 102.8148,1741.5342 , 149.1410,<LOD,96.7344,559923.1250 , 9014.3145,75.5545 , 38.5913,<LOD,53.0878,<LOD,653.7315,<LOD,225.8339,460.0770 , 50.7931,416519.4688 , 1005.3186,<LOD,0.0000,<LOD,41.0991,176.7305 , 112.2680,<LOD,9.8352,20.6615 , 4.8407,370.4246 , 111.7624,18337.4766 , 147.9991,<LOD,43.9709,<LOD,9.3590,<LOD,0.0000,<LOD,99.2234,<LOD,26.7019,202.1434 , 44.0539,<LOD,4.6287,<LOD,0.0000,<LOD,70.0163,1203.2111 , 291.3079,<LOD,11.5693,<LOD,427.2548,<LOD,70.6363,<LOD,25.7264,760.8765 , 48.4289,29.6538 , 7.2777,,,,,
4018,Mining,8.76,8.67,,,,"Fri Mar 7, 2025 - 07:17:22",User,1.5,ppm,,,,,la_24_5,Mining,<LOD,41.7646,958.8055 , 55.1990,<LOD,36.5268,813263.3125 , 2195.5515,30.7421 , 14.2024,<LOD,38.5193,<LOD,283.5056,<LOD,130.4870,316.5100 , 22.1225,174752.9844 , 490.0172,<LOD,0.0000,<LOD,16.3739,160.6137 , 60.5969,<LOD,3.5550,<LOD,4.1734,316.8166 , 31.6330,8701.0566 , 54.0941,<LOD,25.0201,6.3754 , 2.9169,<LOD,0.0000,143.8780 , 117.0574,<LOD,9.2663,209.6113 , 23.9525,28.0059 , 1.7921,<LOD,0.0000,<LOD,26.3696,495.6605 , 205.1233,<LOD,5.5809,<LOD,295.5519,<LOD,29.1144,<LOD,9.6634,594.6996 , 22.4415,20.8920 , 3.1659,,,,,
4019,Mining,9.23,9.02,,,,"Fri Mar 7, 2025 - 07:18:04",User,1.5,ppm,,,,,la_24_5,Mining,<LOD,9.3645,9.7049 , 2.6349,<LOD,3.8811,952205.8125 , 777.9950,<LOD,1.7766,<LOD,11.1847,<LOD,25.1687,<LOD,53.5133,<LOD,4.6546,2382.3181 , 59.1585,<LOD,0.0000,<LOD,1.9820,<LOD,29.5245,1.9163 , 1.1297,3.7364 , 0.9485,<LOD,7.1171,53.7543 , 2.4843,<LOD,9.3000,<LOD,1.3867,<LOD,0.0000,<LOD,18.8595,<LOD,0.9623,<LOD,12.2108,<LOD,0.8446,<LOD,0.0000,<LOD,1.8129,45338.4453 , 637.2735,<LOD,1.7285,<LOD,280.0977,<LOD,0.0000,<LOD,1.0654,<LOD,3.2488,4.2749 , 0.8082,,,,,
4020,Mining,12.08,11.87,,,,"Fri Mar 7, 2025 - 07:18:30",User,1.5,ppm,,,,,la_24_5,Mining,18.8389 , 16.5638,260.5148 , 38.7576,<LOD,26.4281,814572.6250 , 2087.9626,<LOD,14.5107,63.3882 , 25.3506,<LOD,269.2856,<LOD,115.1546,392.9726 , 22.5415,166411.6094 , 462.7493,<LOD,0.0000,<LOD,13.3012,175.8296 , 57.4992,<LOD,2.8136,<LOD,2.5098,192.5697 , 31.3805,5269.0942 , 39.3438,<LOD,18.9349,<LOD,3.0860,<LOD,0.0000,324.1176 , 263.6055,<LOD,6.9108,423.5292 , 19.5303,2.6751 , 1.0532,<LOD,0.0000,<LOD,17.8298,11339.9873 , 444.6469,<LOD,4.5810,<LOD,304.0056,<LOD,0.0000,<LOD,6.8037,552.2181 , 20.2240,<LOD,2.8722,,,,,
4021,Mining,1.39,1.35,,,,"Fri Mar 7, 2025 - 07:19:18",User,1.5,ppm,,,,,la_24_5,Mining,<LOD,243.6598,957.9263 , 408.4430,<LOD,399.9688,774991.7500 , 14548.7139,<LOD,141.8745,<LOD,286.9118,<LOD,1968.7784,<LOD,1341.5601,215.1620 , 122.2372,210663.7344 , 3275.8489,<LOD,0.0000,<LOD,128.1770,<LOD,698.0554,<LOD,30.5885,<LOD,21.4029,<LOD,355.6168,12054.2598 , 408.1776,<LOD,163.6332,<LOD,37.3478,<LOD,0.0000,<LOD,374.7423,<LOD,87.5030,478.4294 , 164.8857,<LOD,19.8525,<LOD,0.0000,<LOD,175.3056,<LOD,4460.7407,<LOD,31.6820,<LOD,1264.5044,<LOD,165.9273,<LOD,85.6851,205.8246 , 93.1439,194.5275 , 35.1086,,,,,
4022,Mining,4.92,4.89,,,,"Fri Mar 7, 2025 - 07:20:19",User,1.5,ppm,,,,,la_24_4,Mining,38.2504 , 32.6198,806.2296 , 117.2001,<LOD,80.1407,763652.7500 , 4722.5200,<LOD,73.7020,<LOD,94.7669,<LOD,559.7936,<LOD,226.7316,161.9603 , 32.8495,219857.9375 , 923.8906,<LOD,0.0000,<LOD,31.3595,<LOD,209.5387,<LOD,8.2819,14.2244 , 4.5241,298.2701 , 66.8328,12283.9443 , 118.1866,<LOD,47.7163,24.0548 , 7.3947,<LOD,0.0000,289.3226 , 235.3375,<LOD,28.4275,304.4800 , 46.0477,<LOD,3.8537,<LOD,0.0000,<LOD,54.7420,1771.2396 , 430.6668,<LOD,16.2903,<LOD,368.1641,<LOD,58.2011,<LOD,20.4471,273.6942 , 29.6275,223.6755 , 10.7244,,,,,
