Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,
3145,Mining,19.36,19.31,,,,"Fri Mar 1, 2024 - 06:31:11",User,1.5,ppm,,,,,mm23brown,Mining,37.1610 , 32.6861,586.0955 , 21.3953,<LOD,14.6442,858637.0000 , 1198.7050,<LOD,7.9859,<LOD,15.8002,<LOD,287.4135,<LOD,70.8010,1058.0386 , 23.0733,134644.2812 , 297.7274,<LOD,0.0000,<LOD,7.3956,244.6050 , 39.8477,<LOD,2.0679,<LOD,1.7053,<LOD,26.8661,2911.1057 , 19.8695,<LOD,13.4552,10.9522 , 1.5715,<LOD,0.0000,74.0607 , 60.2576,<LOD,3.7749,217.2121 , 12.8267,7.2742 , 0.6958,<LOD,0.0000,<LOD,9.3607,<LOD,244.0819,<LOD,3.0613,<LOD,111.8041,<LOD,0.0000,<LOD,5.3494,1552.8878 , 22.2199,19.2958 , 1.5117,
3146,Mining,19.15,19.00,,,,"Fri Mar 1, 2024 - 06:32:30",User,1.5,ppm,,,,,mm24,Mining,255.2122 , 224.2315,3398.5662 , 84.5923,<LOD,55.5046,751239.0000 , 2464.4272,179.1304 , 22.1654,30.2566 , 16.7846,<LOD,232.8398,<LOD,102.8302,484.5497 , 19.6068,195676.5938 , 386.1949,<LOD,0.0000,26.3066 , 12.6550,117.6172 , 44.8657,7.4278 , 2.4708,35.6542 , 2.5002,127.5258 , 25.8184,41117.0469 , 82.9183,90.2256 , 14.7521,42.8272 , 4.8869,<LOD,0.0000,567.9531 , 461.5899,<LOD,14.2661,1548.2039 , 23.3030,28.8334 , 2.1522,<LOD,0.0000,<LOD,42.6133,3933.3716 , 230.2101,<LOD,13.3821,157.4666 , 92.4755,<LOD,36.6494,<LOD,16.1332,819.6341 , 19.4655,116.5302 , 5.0313,
3147,Mining,19.54,18.97,,,,"Fri Mar 1, 2024 - 06:33:09",User,1.5,ppm,,,,,mm24,Mining,225.7448 , 198.3692,3216.2502 , 78.3371,<LOD,51.3893,754447.8125 , 2268.3044,170.9943 , 20.5195,<LOD,23.5988,<LOD,221.3880,<LOD,91.3031,584.1737 , 20.1205,195816.9219 , 366.1700,<LOD,0.0000,34.7372 , 11.9880,125.8126 , 42.7045,7.1395 , 2.2977,31.9675 , 2.3001,123.1701 , 24.6473,38525.1992 , 76.7733,65.7731 , 13.7835,36.1801 , 4.3854,<LOD,0.0000,506.4474 , 411.6609,<LOD,13.1669,1416.5481 , 21.6916,30.4536 , 2.0113,<LOD,0.0000,<LOD,39.4716,3363.9180 , 208.5051,<LOD,7.4846,155.7999 , 86.0746,<LOD,44.3673,<LOD,14.8303,1007.8906 , 20.3933,107.1441 , 4.6350,
3148,Mining,19.37,19.29,,,,"Fri Mar 1, 2024 - 06:33:47",User,1.5,ppm,,,,,mm24,Mining,246.0428 , 216.1890,3989.2454 , 81.3929,<LOD,52.8535,742912.1250 , 2498.9414,172.3228 , 21.3045,<LOD,39.3873,<LOD,232.8064,<LOD,96.2017,483.7058 , 19.2961,207124.4688 , 381.2094,<LOD,0.0000,33.8411 , 12.4054,75.5114 , 43.0584,7.4561 , 2.4654,29.4487 , 2.4750,86.2676 , 26.1465,37946.7578 , 79.0875,93.2830 , 14.5981,42.1500 , 4.6968,<LOD,0.0000,535.7297 , 435.4290,<LOD,13.6387,1464.0101 , 22.7841,28.9559 , 2.0567,<LOD,0.0000,<LOD,40.8932,3629.4329 , 216.3944,9.6668 , 5.4805,159.1302 , 88.4426,<LOD,33.9937,<LOD,15.3192,827.8029 , 19.3007,102.6554 , 4.7725,
3149,Mining,18.89,18.95,,,,"Fri Mar 1, 2024 - 06:34:56",User,1.5,ppm,,,,,mm25,Mining,24.3114 , 21.3830,657.8168 , 47.2251,<LOD,30.5567,851603.0625 , 1056.4414,70.2547 , 12.1289,<LOD,16.8780,<LOD,154.4275,<LOD,68.8830,279.2957 , 11.9746,121096.7891 , 271.8354,<LOD,0.0000,22.8816 , 7.2788,70.7772 , 32.5929,<LOD,2.7583,24.2738 , 1.5293,76.2293 , 14.7660,21878.3516 , 47.5318,<LOD,14.2137,26.3599 , 2.7026,<LOD,0.0000,112.0079 , 91.1290,<LOD,8.0119,304.0410 , 14.0068,22.2457 , 1.2645,<LOD,0.0000,<LOD,23.5135,3044.7292 , 192.1044,<LOD,4.6133,<LOD,134.7313,<LOD,18.3015,<LOD,8.6030,592.3847 , 12.9016,94.1912 , 2.9838,
3150,Mining,20.29,19.90,,,,"Fri Mar 1, 2024 - 06:35:31",User,1.5,ppm,,,,,mm25,Mining,19.2745 , 16.9540,726.0450 , 47.7455,<LOD,31.0075,848792.4375 , 1025.1415,71.6499 , 12.2239,<LOD,16.1100,<LOD,150.8381,<LOD,67.7906,294.1562 , 11.8078,121887.4062 , 263.9136,<LOD,0.0000,18.0400 , 7.1581,51.6563 , 31.0672,<LOD,2.7550,28.8656 , 1.5126,59.9720 , 14.5367,23999.7480 , 47.9506,<LOD,13.4037,22.4434 , 2.6503,<LOD,0.0000,75.3378 , 61.2984,<LOD,8.0991,289.7244 , 13.4104,18.6436 , 1.2363,<LOD,0.0000,<LOD,23.8184,2955.5679 , 183.3092,<LOD,4.5815,<LOD,170.9061,<LOD,17.2800,<LOD,8.6670,599.3076 , 12.5435,89.7564 , 2.9471,
3151,Mining,19.80,19.91,,,,"Fri Mar 1, 2024 - 06:36:03",User,1.5,ppm,,,,,mm25,Mining,36.8708 , 32.4273,573.3035 , 50.7913,<LOD,33.0942,841515.0000 , 1148.2123,54.5278 , 12.8538,<LOD,16.9377,<LOD,162.8964,<LOD,72.8726,303.1462 , 12.7295,128364.6484 , 283.1768,<LOD,0.0000,20.0360 , 7.6105,90.9543 , 34.2073,2.8535 , 1.6819,27.0532 , 1.6237,76.8867 , 16.3094,24265.7734 , 51.0514,<LOD,14.1369,23.7178 , 2.8733,<LOD,0.0000,146.6604 , 119.3135,<LOD,8.5750,405.7064 , 14.3610,18.9123 , 1.3208,<LOD,0.0000,<LOD,25.3968,3354.0381 , 199.1196,<LOD,5.2882,<LOD,200.6001,<LOD,18.0544,<LOD,9.3632,647.6987 , 13.8001,72.2214 , 3.0361,
3152,Mining,19.62,19.13,,,,"Fri Mar 1, 2024 - 06:37:09",User,1.5,ppm,,,,,mm26,Mining,279.0699 , 245.3946,5891.5728 , 105.6068,<LOD,70.2707,783413.3750 , 2356.5115,199.6079 , 27.6810,<LOD,27.2179,<LOD,222.5690,<LOD,153.0263,413.2737 , 18.6619,137245.2500 , 381.1043,<LOD,0.0000,67.7982 , 15.9308,126.3979 , 46.3227,10.0293 , 2.7539,72.9641 , 3.0271,71.7642 , 21.1929,64626.9883 , 105.5275,118.3576 , 16.1702,24.8928 , 5.8474,<LOD,0.0000,752.3301 , 37.3047,<LOD,17.9281,1558.3347 , 25.2255,27.4300 , 2.7403,<LOD,0.0000,<LOD,54.9291,4136.0381 , 268.1065,<LOD,10.1719,110.6423 , 104.2849,<LOD,30.3934,<LOD,21.0490,765.8471 , 19.1547,87.9981 , 6.3967,
3153,Mining,20.44,19.96,,,,"Fri Mar 1, 2024 - 06:37:45",User,1.5,ppm,,,,,mm26,Mining,215.7389 , 189.5798,795.8042 , 92.0643,<LOD,61.7209,812537.1250 , 1851.8802,110.9993 , 23.5944,<LOD,24.1401,<LOD,194.5446,<LOD,96.1297,371.6966 , 16.4890,116723.0391 , 338.5644,<LOD,0.0000,26.9056 , 13.1547,172.8768 , 43.7812,13.1923 , 2.4891,84.5343 , 2.7284,57.2385 , 18.4623,61864.2695 , 93.7111,90.1196 , 14.2816,21.8679 , 5.1393,<LOD,0.0000,506.8100 , 411.9620,<LOD,15.8615,1313.1263 , 21.9517,15.3325 , 2.3846,<LOD,0.0000,<LOD,47.8561,4024.8975 , 255.4629,<LOD,8.8942,200.5129 , 102.3139,36.0915 , 17.6777,<LOD,18.7288,735.8528 , 17.2786,81.8959 , 5.6053,
3154,Mining,18.87,18.82,,,,"Fri Mar 1, 2024 - 06:38:22",User,1.5,ppm,,,,,mm26,Mining,271.3128 , 238.5765,3322.9534 , 102.4974,<LOD,68.6983,778433.5625 , 2258.0227,261.3169 , 27.2611,<LOD,27.2120,<LOD,223.3264,<LOD,126.4214,423.5146 , 18.7624,144462.2812 , 380.2734,<LOD,0.0000,83.4918 , 15.5923,82.0980 , 44.8439,11.2608 , 2.8340,76.2448 , 3.0606,93.3017 , 21.9210,63435.8164 , 103.6068,71.1309 , 15.8744,25.0583 , 5.8423,<LOD,0.0000,879.4532 , 38.0998,<LOD,17.5423,1741.5184 , 25.6724,23.7669 , 2.6653,<LOD,0.0000,<LOD,53.9075,5080.6519 , 283.0323,<LOD,10.9727,227.1259 , 110.3387,<LOD,30.3198,<LOD,20.6668,872.6075 , 20.1747,121.5360 , 6.4146,
3155,Mining,20.08,19.36,,,,"Fri Mar 1, 2024 - 06:39:39",User,1.5,ppm,,,,,mm27,Mining,388.6854 , 341.7215,41478.4688 , 103.5361,866.9714 , 52.2445,780346.1250 , 2524.3696,871.4929 , 31.9443,<LOD,29.5411,<LOD,235.6212,<LOD,144.6844,<LOD,0.0000,151338.8125 , 400.4883,4524.3867 , 163.2836,1881.0952 , 168.1584,177.1653 , 47.5671,55.0924 , 3.5672,<LOD,5.3724,194.9935 , 25.7277,<LOD,0.0000,<LOD,27.9678,163.4425 , 9.9426,<LOD,507.3389,1234.5837 , 38.2469,87.3759 , 13.0592,1946.5029 , 25.7714,122.2815 , 3.6733,2684.3030 , 85.5098,2783.8313 , 40.7226,6722.3262 , 308.8259,<LOD,36.7229,214.7954 , 113.2435,<LOD,42.6012,1917.2706 , 13.1371,<LOD,0.0000,<LOD,9.8376,
3156,Mining,19.94,19.96,,,,"Fri Mar 1, 2024 - 06:40:17",User,1.5,ppm,,,,,mm27,Mining,304.3953 , 267.6355,23387.7852 , 114.0830,243.3427 , 50.5756,775153.6250 , 2498.3247,410.4751 , 31.1524,87.2862 , 34.9082,<LOD,225.2161,<LOD,124.4456,325.1788 , 17.1024,132075.0469 , 379.9391,<LOD,0.0000,125.0245 , 19.2983,73.4801 , 44.1903,10.3804 , 2.8207,37.2874 , 3.0931,79.8633 , 21.1626,57250.8945 , 104.0259,51.3540 , 15.3871,13.6933 , 6.0163,<LOD,0.0000,1181.4524 , 38.8682,<LOD,23.0422,2030.4553 , 26.4164,35.0915 , 2.7183,<LOD,0.0000,<LOD,57.6805,6310.6494 , 311.6074,<LOD,11.1047,196.0565 , 115.1891,<LOD,55.7273,<LOD,20.6192,552.1740 , 16.9159,64.9642 , 6.4261,
3157,Mining,19.04,19.02,,,,"Fri Mar 1, 2024 - 06:40:49",User,1.5,ppm,,,,,mm27,Mining,499.2200 , 438.7934,49972.0156 , 123.0608,1095.9408 , 62.8363,755593.5625 , 3188.3145,1084.3254 , 38.0777,83.9860 , 33.5778,<LOD,262.3676,<LOD,179.6170,<LOD,0.0000,163613.0938 , 441.4074,4977.2153 , 192.2933,2187.8567 , 200.0705,146.9034 , 50.6603,62.4252 , 4.1920,<LOD,6.4325,230.6554 , 28.9992,<LOD,0.0000,79.3625 , 16.9822,184.2971 , 11.9428,<LOD,604.4388,1600.9326 , 45.1393,122.6593 , 15.6488,2406.1562 , 30.3670,127.6173 , 4.3197,2963.0967 , 98.0393,3135.5188 , 48.2588,7261.5601 , 334.7928,<LOD,44.6650,318.4420 , 125.0957,<LOD,49.4447,2253.1003 , 15.6614,<LOD,0.0000,<LOD,11.6696,
3158,Mining,20.52,19.67,,,,"Fri Mar 1, 2024 - 06:42:21",User,1.5,ppm,,,,,mm28,Mining,310.3751 , 272.8891,19931.7949 , 117.1397,183.9651 , 52.9463,792137.0000 , 2372.1013,632.4185 , 33.3404,93.9747 , 37.5826,<LOD,206.1155,100.3964 , 60.1508,2551.6426 , 39.9150,98445.8047 , 350.6402,<LOD,0.0000,259.1327 , 21.4203,58.9309 , 43.3524,23.7434 , 3.1798,65.0564 , 3.3202,41.9160 , 18.7020,68194.0078 , 113.7691,88.5334 , 16.7513,<LOD,9.7251,<LOD,0.0000,1259.1630 , 41.7248,68.1471 , 14.0069,2061.6091 , 27.9436,<LOD,4.0671,<LOD,0.0000,<LOD,62.3944,6883.4023 , 339.5148,<LOD,12.6769,<LOD,370.8158,72.4407 , 34.3339,<LOD,22.3823,6467.3389 , 50.8740,69.2284 , 6.9772,
3159,Mining,20.15,19.98,,,,"Fri Mar 1, 2024 - 06:42:54",User,1.5,ppm,,,,,mm28,Mining,360.7330 , 317.1341,25223.9395 , 126.6410,177.9581 , 56.3888,769272.4375 , 2638.5779,720.7877 , 36.2755,113.5595 , 45.4106,<LOD,218.2539,89.7097 , 61.5782,3103.0071 , 44.6677,106761.1953 , 364.8432,<LOD,0.0000,360.5157 , 24.0109,89.8342 , 45.6090,31.7682 , 3.4634,49.8225 , 3.5389,60.7694 , 19.8407,72392.1484 , 121.5938,42.7114 , 16.9416,<LOD,15.4122,<LOD,0.0000,1489.9237 , 44.4093,61.8768 , 14.8628,2348.1562 , 29.7720,9.0807 , 2.9894,<LOD,0.0000,<LOD,68.1920,7861.4688 , 357.4219,<LOD,13.8155,275.8259 , 130.2067,<LOD,64.6953,<LOD,24.2547,9035.8213 , 61.0429,66.9150 , 7.6735,
3160,Mining,19.36,19.48,,,,"Fri Mar 1, 2024 - 06:43:25",User,1.5,ppm,,,,,mm28,Mining,361.1104 , 317.4593,19345.3516 , 132.2856,192.8083 , 60.6692,772456.0000 , 2790.0557,689.5685 , 37.8031,140.8043 , 56.3041,<LOD,226.0039,137.0443 , 67.1048,3083.9338 , 46.6785,104799.0234 , 383.2180,<LOD,0.0000,289.4875 , 24.0586,<LOD,113.9752,23.0383 , 3.4999,73.6928 , 3.7196,59.5622 , 20.3455,79761.4922 , 132.5591,79.0437 , 18.1199,<LOD,11.3930,<LOD,0.0000,1595.2877 , 47.6070,73.0847 , 16.0318,2426.1936 , 31.5020,<LOD,4.6961,<LOD,0.0000,<LOD,72.0119,6821.1694 , 359.1285,<LOD,14.6246,282.6501 , 134.3943,<LOD,103.9337,<LOD,26.3010,7256.5322 , 57.6522,53.1320 , 8.0637,
